,density,smiles
4812,1.69,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
4813,1.199,CC(C)NCC(O)c1cc(O)cc(O)c1
4814,0.924,CC(C)C1=CC(O)C(C)CC1
4815,1.035,COc1cccc(C(C)=O)c1
4816,1.286,CC(C)c1ccc(Br)cc1
4817,0.853,CC1=CCC(=C(C)C)CC1
4818,1.662,O=C(Cl)c1ccc(Br)cc1
4819,1.393,CN(C)c1ccc(Br)cc1
4820,1.95,O=[N+]([O-])c1ccc(Br)cc1
4821,1.022,Cc1cccc(CO)c1
4822,1.044,C(=Cc1ccccc1)c1ccccc1
4823,1.375,CCOc1ccc(Br)cc1
4824,0.93,CNCCc1ccccc1
4825,0.972,C=CCNc1ccccc1
4826,1.849,BrCc1ccc(Br)cc1
4827,0.975,CCc1ccc(N)cc1
4828,1.541,ClCc1ccc(Br)cc1
4829,1.022,Cc1ccc(CO)cc1
4830,0.983,CCN(CC)CCSSCCN(CC)CC
4831,0.86,CCCCn1cccc1
4832,0.693,CCCC(C)CC
4833,0.814,CCC(C)CCO
4834,0.815,CCCC(=O)CC
4835,0.818,CCCC(O)CCC
4836,1.089,CCOP(Cl)OCC
4837,0.853,CC(C)COC(=O)CC(C)C
4838,0.821,CCCCC(O)CCC
4839,0.87,CCCCCCCC(=O)OCCCC
4840,0.709,CCCCC(C)CC
4841,0.818,CCCCC(O)CC
4842,2.215,Brc1ccc(I)cc1
4843,0.766,CC1CCC(C)CC1
4844,0.912,CC1CCC(=O)CC1
4845,0.821,CCCCCC(O)CC
4846,1.057,CCCCOC(=O)CCl
4847,2.279,BrC=CBr
4848,2.279,BrC=CBr
4849,1.761,N#CCBr
4850,0.921,CC=CCl
4851,0.89,CC(C)(C)N=C=S
4852,0.808,CC(=O)CC(C)(C)C
4853,0.774,CC1(C)CCCCC1
4854,0.937,CC1(O)CCCCC1
4855,0.711,CCCCC(C)(C)C
4856,0.861,CC(N)CCN
4857,1.781,O=C(O)CCBr
4858,1.159,CC#CC(=O)O
4859,1.275,CC(=O)NC(N)=S
4860,1.092,CC1=CCC(=O)O1
4861,1.403,Cc1cccc(Br)c1
4862,2.219,Brc1cccc(I)c1
4863,1.594,Nc1cccc(Br)c1
4864,1.662,Oc1cccc(Br)c1
4865,0.767,CC1CCCC(C)C1
4866,0.912,CC1CCCC(=O)C1
4867,1.21,Nc1cccc(O)c1
4868,1.119,COc1cccc(C=O)c1
4869,0.879,CCC(=O)OC(C)CC
4870,1.458,Oc1cc(Cl)cc(Cl)c1
4871,0.803,CC1CC=CCC1
4872,0.803,CC1C=CCCC1
4873,0.817,CC1=CCCCC1
4874,0.981,CCCCOC(=O)CC(C)=O
4875,0.928,CCCCNC(=O)OCC
4876,0.876,CCCCOC(=O)CCCC
4877,0.693,CCCCC(C)C
4878,0.81,CCCCC(C)=O
4879,0.981,C=CCCC(=O)O
4880,0.92,CC(C)CN=C=S
4881,0.913,C=CCOC(C)=O
4882,0.672,C=CCC=C
4883,0.923,CC=CCCl
4884,0.707,CC(C)CCC(C)C
4885,1.039,CC(=O)COC(C)=O
4886,0.962,CCCCNC(N)=O
4887,1.074,CCCCOC(=O)Cl
4888,0.99,CCCCOC(N)=O
4889,0.697,C=CCCC=C
4890,0.694,CCC=CCC
4891,0.706,C=CC=CCC
4892,0.814,C=CCCC#N
4893,1.357,CCOCCBr
4894,0.861,C1=CCCC=C1
4895,1.18,CC(=O)OCN=[N+](C)[O-]
4896,0.834,CC(C)CSCC(C)C
4897,0.697,C=CCCCCC
4898,0.92,CCCCN=C=S
4899,0.894,CCCCOC=O
4900,0.866,C=CCSCC=C
4901,0.727,CCCC=CCCC
4902,0.825,CCCCCCCCCCCC(C)=O
4903,0.781,CCCCCCCCCCCCCCCCCC
4904,2.039,C=CI
4905,2.422,ClCI
4906,2.244,C=C(Br)Br
4907,1.658,CC(Cl)Br
4908,1.953,FC(Cl)Br
4909,2.83,CC(I)I
4910,2.422,ClC(Cl)I
4911,2.99,ClC(Br)(Br)Br
4912,1.932,CC(C)(Br)Br
4913,2.576,ClC(Cl)(Br)Br
4914,1.12,CC(C)(Cl)Cl
4915,1.774,CC(C)(Br)CBr
4916,0.87,CCC(C)(C)Cl
4917,1.082,CC(C)(Cl)CCl
4918,1.7,ClSC(Cl)(Cl)Cl
4919,1.357,CCS(=O)(=O)Cl
4920,0.706,C=C(C)C(C)(C)C
4921,0.814,CC(C)C(C)(C)O
4922,1.682,NC(=O)C(Cl)(Cl)Cl
4923,1.208,CC(C)(Cl)[N+](=O)[O-]
4924,0.71,CC(C)(C)C(C)(C)C
4925,0.82,CC(C)(C)C(C)(C)O
4926,1.802,ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl
4927,1.137,CC12CCC(C(=O)OC1=O)C2(C)C
4928,0.928,CCC(C)(C)C(=O)O
4929,1.39,CCC(Cl)(Cl)[N+](=O)[O-]
4930,1.293,CC(C)([N+](=O)[O-])[N+](=O)[O-]
4931,0.93,C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C
4932,0.976,CCOC(=O)C(C)(C)C(C)=O
4933,0.821,CCC(O)(CC)C(C)C
4934,0.964,CC(C)(C=O)CO
4935,1.057,CCS(=O)(=O)CC
4936,0.822,CC[Si](O)(CC)CC
4937,0.823,CCCC(O)(CC)CC
4938,1.328,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC
4939,0.825,CCCC(O)(CC)CCC
4940,0.892,CCC(C)(C)N=C=S
4941,0.823,CCCC(C)(O)CCC
4942,1.195,CCOP(=O)(O)OCC
4943,1.01,CCCS(=O)(=O)CCC
4944,0.981,CCCCS(=O)(=O)CCCC
4945,1.119,CC1(CCl)CO1
4946,2.373,O=C(Br)CBr
4947,1.521,CCC(=O)Br
4948,0.651,C=C=C(C)C
4949,1.55,CC(=O)CBr
4950,1.398,OCC(Cl)Cl
4951,1.14,CNC(N)=S
4952,0.731,COC(C)C
4953,1.092,COC(N)=O
4954,0.675,CCN(C)C
4955,1.236,CN[N+](=O)[O-]
4956,1.773,CC(Br)C(=O)O
4957,0.757,CC(C)C(C)N
4958,0.806,CC(C)C(C)O
4959,1.075,CC(C)C(Cl)Cl
4960,1.305,CC(Cl)C(Cl)Cl
4961,1.182,CC(Cl)C(=O)O
4962,2.587,O=[N+]([O-])C(Br)Br
4963,0.873,COC(=O)C(C)(C)C
4964,1.488,COC(=O)C(Cl)(Cl)Cl
4965,1.152,CCS(=O)(=O)c1ccccc1
4966,1.48,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
4967,2.101,CCOC(OCC)C(Cl)(Cl)Cl
4968,2.359,CCOC(=O)C(Br)(Br)Br
4969,1.329,CCOC(=O)C(C)(C)Br
4970,0.958,CCC(=O)C(C)=O
4971,1.13,COC(=O)C(C)=O
4972,1.372,CC([N+](=O)[O-])[N+](=O)[O-]
4973,1.58,O=[N+]([O-])c1c(O)cccc1O
4974,1.407,Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-]
4975,1.608,Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-]
4976,1.14,c1ccc(-c2c3ccccc3cc3ccccc23)cc1
4977,1.181,c1ccc(-c2c3ccccc3nc3ccccc23)cc1
4978,1.357,O=[N+]([O-])c1ccc2c3c(cccc13)CC2
4979,1.723,O=C(O)c1c(F)c(F)c(F)c(F)c1F
4980,1.46,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
4981,1.671,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O
4982,1.132,c1ccc(P(c2ccccc2)c2ccccc2)cc1
4983,1.244,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1
4984,1.146,CCOC(=O)N(c1ccccc1)c1ccccc1
4985,1.085,CCOC(=O)C(C(C)=O)C(C)=O
4986,1.026,Cn1ccc2ccccc21
4987,1.269,Cc1c(N)cccc1[N+](=O)[O-]
4988,1.511,Nc1c(O)cccc1[N+](=O)[O-]
4989,1.511,Nc1cccc([N+](=O)[O-])c1O
4990,1.081,c1ccc(-c2cccc3ccccc23)cc1
4991,0.973,Cc1ccccc1-c1ccccc1C
4992,1.19,COC1=C(OC)C(=O)C(C)=CC1=O
4993,1.407,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
4994,1.619,O=[N+]([O-])c1cccc([N+](=O)[O-])c1Cl
4995,1.586,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
4996,1.169,COC(=O)c1ccccc1C(=O)c1ccccc1
4997,0.92,CCN(CC)c1ccccc1C
4998,1.048,CCP(c1ccccc1)c1ccccc1
4999,1.13,COc1ccnc2ccccc12
5000,1.354,O=[N+]([O-])c1cccc2cccnc12
5001,1.094,CCOC(=O)C(Cc1ccccc1)C(=O)OCC
5002,1.137,C=CCc1cc(OC)c2c(c1)OCO2
5003,1.049,Cc1cccc(Cl)c1C
5004,1.21,Cc1c(O)cccc1O
5005,1.228,Cc1cccc(O)c1Cl
5006,1.37,Nc1cccc(Cl)c1Cl
5007,1.608,Cc1cccc(C)c1I
5008,2.022,Nc1c(Br)cccc1Br
5009,2.095,Oc1c(Br)cccc1Br
5010,2.894,Oc1c(Br)c(Br)c(Br)c(Br)c1Br
5011,1.083,COC(=O)C(C)C(=O)OC
5012,1.175,CCOC(=O)C(=O)C(=O)OCC
5013,1.294,CCOC(=O)C(Br)C(C)C
5014,0.993,CCOC(=O)C(C)C(C)=O
5015,1.176,CCOC(=O)C(Cl)C(C)=O
5016,3.062,Oc1c(I)cc(I)cc1I
5017,1.382,O=C(Cl)c1ccccc1Cl
5018,1.295,NC(=O)c1ccccc1Cl
5019,0.929,Cc1ccccc1N(C)C
5020,2.018,O=[N+]([O-])c1ccccc1I
5021,1.682,O=[N+]([O-])c1cc(Cl)cc(Cl)c1O
5022,1.55,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
5023,1.838,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
5024,1.314,O=C(O)C1CCCCC1C(=O)O
5025,1.404,O=C(Cl)c1ccccc1[N+](=O)[O-]
5026,1.385,NC(=O)c1ccccc1[N+](=O)[O-]
5027,1.688,O=C(O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
5028,1.105,Cc1cccc2cc3ccccc3cc12
5029,1.272,N#CCc1ccccc1[N+](=O)[O-]
5030,1.554,O=[N+]([O-])c1cc(O)ccc1Cl
5031,1.1,Cc1cc(C)c([N+](=O)[O-])cc1C
5032,1.733,COC(=O)c1ccccc1I
5033,1.116,Cc1ccc(C(=O)O)c(C)c1
5034,1.533,O=[N+]([O-])c1ccc(Cl)cc1Cl
5035,1.609,O=C1Nc2ccc([N+](=O)[O-])cc2C1=O
5036,1.054,CCOC(=O)C1CCCC1=O
5037,1.145,COC(=O)c1ccco1
5038,1.274,ClCc1ccccc1Cl
5039,1.27,Clc1cccc2cccnc12
5040,1.25,Clc1ccnc2ccccc12
5041,1.188,Oc1ccnc2ccccc12
5042,2.37,Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1I
5043,0.96,CC(C)C(=O)c1ccccc1
5044,1.03,CN(C)C(=O)c1ccccc1
5045,1.161,CN(C(=O)N(C)c1ccccc1)c1ccccc1
5046,1.108,COc1ccc(C(=O)c2ccccc2)cc1
5047,0.979,CC(c1ccccc1)c1ccccc1
5048,1.18,N#Cc1ccccc1CCl
5049,1.039,COc1ccccc1CO
5050,1.004,C1=CCc2ccccc2C1
5051,1.127,CCc1ccccc1[N+](=O)[O-]
5052,1.33,O=[N+]([O-])c1ccccc1CCl
5053,1.33,O=[N+]([O-])c1ccccc1CO
5054,1.27,Clc1ccc2ncccc2c1
5055,1.069,Cc1cnc2ccccc2c1
5056,1.27,Clc1cnc2ccccc2c1
5057,1.061,Cc1ccc2cccnc2c1
5058,0.906,CCCCN(CCCC)c1ccccc1
5059,1.085,c1ccc2c(c1)Cc1ccccc1C2
5060,1.114,COc1ccc(C=O)c(OC)c1
5061,0.923,CCN(CC)c1ccc(C)cc1
5062,2.189,BrC(Br)(Br)c1ccc2ccccc2n1
5063,1.175,Cc1ccc(O)c(C=O)c1
5064,1.084,NCC(=O)c1ccccc1
5065,1.11,CC(=NO)c1ccccc1
5066,1.18,N=C(NO)c1ccccc1
5067,1.041,CNC(=O)c1ccccc1
5068,1.164,NNC(=O)c1ccccc1
5069,0.939,CCN(C)c1ccccc1
5070,1.102,CCOC(=O)c1cccnc1
5071,1.059,CC(C)(C)OOC(=O)c1ccccc1
5072,1.097,O=C(C=Cc1ccccc1)c1ccccc1
5073,1.074,Cc1ccccc1N=C=O
5074,0.931,CCOc1ccccc1C
5075,1.103,CCOc1ccccc1Cl
5076,1.321,O=C(O)Cc1ccccc1O
5077,1.117,CCOC(=O)c1ccco1
5078,1.345,Clc1nc2ccccc2o1
5079,1.371,Clc1nc2ccccc2s1
5080,1.594,Nc1ccccc1Br
5081,1.713,Cc1ccccc1I
5082,1.952,Clc1ccccc1I
5083,2.524,Ic1ccccc1I
5084,1.924,Nc1ccccc1I
5085,2.281,Brc1ccc(Br)c(Br)c1
5086,2.095,Oc1ccc(Br)cc1Br
5087,1.815,Cc1cc(Br)ccc1Br
5088,1.047,Cc1ccc(Cl)cc1C
5089,1.228,Cc1ccc(O)cc1Cl
5090,1.115,CCOC(=O)C(=O)CC(C)=O
5091,1.297,CCCC(Br)C(=O)OCC
5092,1.256,CCCCC(Br)C(=O)OCC
5093,1.245,CC1=CC(=O)OC1=O
5094,1.37,CCCCC(Br)C(=O)O
5095,0.757,CCC(N)CC
5096,1.175,NCC(O)CO
5097,1.024,COC(=O)OC
5098,0.757,CCN(C)CC
5099,0.835,CCN(N)CC
5100,1.294,COS(=O)OC
5101,0.965,Cc1cc[nH]c1
5102,1.016,Cc1ccsc1
5103,1.12,O=C1CCCN1
5104,0.927,Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O
5105,1.346,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C
5106,1.264,CCOc1ccc(N)c([N+](=O)[O-])c1
5107,1.294,CC(=O)NC(CS)C(=O)O
5108,0.816,CCCC(O)C(C)C
5109,1.97,CCOC(=O)C(Br)Br
5110,1.021,CC(C)OC(=O)C(C)O
5111,1.124,C=C(CC(=O)OC)C(=O)OC
5112,0.908,CCN(C=O)CC
5113,1.099,NCc1ccco1
5114,0.973,CC(C)(O)c1ccccc1
5115,1.572,O=C(Br)c1ccccc1
5116,0.957,CC(N)c1ccccc1
5117,1.09,N=C(N)c1ccccc1
5118,1.038,CN(N)c1ccccc1
5119,1.36,O=C(Cl)c1cccc(Cl)c1
5120,1.533,O=[N+]([O-])c1cc(Cl)cc(Cl)c1
5121,1.682,O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1
5122,1.586,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
5123,1.1,COC(=O)c1cccc(I)c1
5124,1.253,CCOC(=O)c1cccc([N+](=O)[O-])c1
5125,0.926,C=C(C)C1CCC(C)C(O)C1
5126,1.554,O=[N+]([O-])c1ccc(O)c(Cl)c1
5127,1.407,Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-]
5128,1.193,CN(C)c1cccc([N+](=O)[O-])c1
5129,1.141,CCOC(OCC)C(Cl)Cl
5130,1.295,NC(=O)c1ccc(Cl)cc1
5131,1.401,NNc1ccc(C(=O)O)cc1
5132,1.31,N#Cc1ccc([N+](=O)[O-])cc1
5133,1.33,O=[N+]([O-])c1ccc(CO)cc1
5134,1.411,O=C(O)C=Cc1ccc([N+](=O)[O-])cc1
5135,1.053,CCc1cccc(Cl)c1
5136,1.001,CCc1cccc(O)c1
5137,1.054,Cc1cccc(CCl)c1
5138,1.27,ClCc1cccc(Cl)c1
5139,0.976,Cc1cccc(C#N)c1
5140,1.019,Cc1cccc(C=O)c1
5141,0.991,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1
5142,1.232,O=C(CCl)Oc1ccccc1
5143,1.07,CCOC(=O)C(Cc1ccccc1)C(C)=O
5144,1.108,CCOC(=O)C(=Cc1ccccc1)C(C)=O
5145,0.984,Cc1ccc(Cc2ccccc2)cc1
5146,1.243,Cc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1
5147,1.208,Oc1ccc(Cc2ccc(O)cc2)cc1
5148,1.049,Cc1ccc(Nc2ccc(C)cc2)cc1
5149,1.044,c1ccc(Cc2cccnc2)cc1
5150,1.041,COc1cc(OC)cc(OC)c1
5151,0.992,CCCc1cccc(O)c1
5152,1.107,CCNc1cccc(O)c1
5153,1.037,CCOc1cccc(N)c1
5154,1.07,CCOc1cccc(O)c1
5155,1.249,CC(=O)Nc1cccc(O)c1
5156,1.178,CCOc1cccc([N+](=O)[O-])c1
5157,1.018,CCOC(CCl)OCC
5158,0.97,CCOC(CO)OCC
5159,0.879,CCCOC(OCCC)OCCC
5160,0.802,CCCCCN(CCCCC)CCCCC
5161,1.184,O=C(O)C=Cc1ccccc1
5162,1.045,CC(=O)COc1ccccc1
5163,1.156,NC(=O)COc1ccccc1
5164,1.186,Nc1ccc(C=Cc2ccc(N)cc2)cc1
5165,1.148,OC(COc1ccccc1)COc1ccccc1
5166,1.071,OCCOCc1ccccc1
5167,1.01,C(=Nc1ccccc1)Nc1ccccc1
5168,0.99,C(=Nc1ccccc1)=Nc1ccccc1
5169,1.16,c1ccc(SCCSc2ccccc2)cc1
5170,1.069,ClCCc1ccccc1
5171,0.939,OCCC1CCNCC1
5172,1.02,ON=Cc1ccccc1
5173,1.021,CCSc1ccccc1
5174,1.08,OCCN1CCOCC1
5175,0.966,CC(=O)OC1CCCCC1
5176,1.2,NC(=O)Oc1ccccc1
5177,1.127,Cc1ccc(CC(=O)O)cc1
5178,0.954,CCNc1ccc(C)cc1
5179,0.99,Cc1ccc(N=C=O)cc1
5180,1.02,Cc1ccc(N=C=S)cc1
5181,0.931,CCOc1ccc(C)cc1
5182,1.103,CCOc1ccc(Cl)cc1
5183,0.99,CCSc1ccc(C)cc1
5184,1.02,S=C=NCc1ccccc1
5185,0.952,CCCNc1ccccc1
5186,1.129,ClCCOc1ccccc1
5187,0.897,C=Cc1ccc(C)cc1
5188,1.6,N#Cc1ccc(Br)cc1
5189,1.23,N#Cc1ccc(Cl)cc1
5190,1.22,OCc1ccc(O)cc1
5191,0.968,CNc1ccc(C)cc1
5192,1.137,COc1ccc(Cl)cc1
5193,1.11,CC(=O)OCc1ccco1
5194,1.089,CCC(=O)OCc1ccco1
5195,1.16,N#Cc1ccc(C#N)cc1
5196,1.189,O=Cc1ccc(C=O)cc1
5197,1.104,O=CC=Cc1ccco1
5198,0.814,CCCC(O)CC
5199,1.114,COCC(O)CO
5200,0.891,CCCC(=O)OC
5201,0.944,CC=CC(=O)OC
5202,1.167,CCOC(Cl)CCl
5203,0.968,C#CC(=O)OCC
5204,1.808,CCOC(=O)CI
5205,1,CCOC(=O)C#N
5206,1.089,CCOC(=O)CO
5207,1.072,CCOC(=O)CS
5208,0.922,CCCCCCCC(=O)OC(=O)CCCCCCC
5209,1.04,CC=CC(=O)OC(=O)C=CC
5210,0.987,COCC(O)COC
5211,0.918,CC=CC(=O)OCC
5212,1.084,CCOC(=O)CCCl
5213,1.085,CCOC(=O)C=[N+]=[N-]
5214,0.923,CCNC(=O)NCC
5215,0.981,CCNC(=O)OCC
5216,1.077,CCOS(=O)OCC
5217,1.057,CC(=O)OCC(C)OC(C)=O
5218,1.594,O=[N+]([O-])OCC(O)CO[N+](=O)[O-]
5219,1.052,CCOC(=O)C=CC(=O)OCC
5220,0.821,CCCCC(O)CCCC
5221,0.907,CCCNC(=O)NCCC
5222,0.949,CCCOC(=O)OCCC
5223,0.872,CCCCCCCC(=O)OCCC
5224,1.58,CCCCC(Br)CBr
5225,0.818,CCCCC(C)CO
5226,0.886,CCCCC(=O)OC
5227,1.706,Cc1ccc(I)cc1
5228,2.469,Ic1ccc(I)cc1
5229,0.879,CCC(C)COC(C)=O
5230,1.051,COC(=O)CCC(C)=O
5231,1.124,COC(=O)C=CC(=O)OC
5232,1.017,C#CCCl
5233,2.075,ClCCI
5234,0.913,FCCF
5235,2.841,ICCI
5236,2.307,N#CCI
5237,2.205,OCCI
5238,0.68,CCNC
5239,0.88,CN=C=O
5240,1.325,NNC=O
5241,0.827,CCSC
5242,1.052,CSSC
5243,0.816,CC(C)(C)CCO
5244,0.896,CC(=O)CC(C)(C)N
5245,0.69,CCC=C(C)C
5246,0.795,CC(C)CC#N
5247,0.867,CCCC(C)Cl
5248,1.296,O=C(Cl)CCCl
5249,1.021,C=CCC(=O)O
5250,1.174,COCC(=O)O
5251,1.277,O=[N+]([O-])CCCl
5252,1.27,O=[N+]([O-])CCO
5253,0.866,CCNC(C)=O
5254,0.748,CCOC(C)C
5255,0.884,CC(C)OC=O
5256,1.167,CC(=O)OCCl
5257,0.98,CCSC(C)=O
5258,1.047,CC(C)CC(Cl)Cl
5259,1.047,CC(Cl)CC(C)Cl
5260,0.974,CC(O)CC(C)O
5261,0.957,CC(C)C[N+](=O)[O-]
5262,1.035,CC(=O)NC(C)=O
5263,0.924,Cc1c[nH]c(C)c1
5264,0.935,Cc1ccc(C)[nH]1
5265,0.917,Cc1ccc(C)o1
5266,2.059,Brc1cncc(Br)c1
5267,1.698,Cc1cccc(I)c1
5268,1.219,Fc1cccc(Cl)c1
5269,1.926,Clc1cccc(I)c1
5270,2.469,Ic1cccc(I)c1
5271,1.24,Sc1cccc(S)c1
5272,1.202,ClCc1cccc(CCl)c1
5273,1.27,N#Cc1cccc(C#N)c1
5274,1.189,O=Cc1cccc(C=O)c1
5275,0.753,CCC(C)NC(C)CC
5276,0.931,CCCCCCC(=O)OC(=O)CCCCCC
5277,0.982,CCC(C)OC(=O)CCC(=O)OC(C)CC
5278,2.281,Brc1cc(Br)cc(Br)c1
5279,2.095,Oc1cc(Br)cc(Br)c1
5280,1.58,Nc1cc(Cl)cc(Cl)c1
5281,1.598,Brc1cccnc1
5282,0.809,CC1CCNCC1
5283,0.843,CN1CCCCC1
5284,0.876,CCCCCC(=O)OCCC
5285,0.866,CCCCCC(=O)OCCCC
5286,1.097,CCOC(=O)CCCCC(=O)O
5287,1.169,CC(C)CCCBr
5288,0.814,CC(C)CCCO
5289,0.904,CCCCC(N)=O
5290,1.218,O=C(O)CCCCl
5291,0.76,CCOCC(C)C
5292,1.385,O=C(Cl)OCCCl
5293,1.566,OCCCBr
5294,0.718,C#CCCC
5295,0.669,CC=CCC
5296,0.71,CC#CCC
5297,0.827,C=CCCO
5298,1.087,OCCCCl
5299,0.707,CCCNC
5300,0.741,C=CCNC
5301,0.751,C=CCOC
5302,1.415,O=C(Cl)C=CC(=O)Cl
5303,1.062,COC(=O)CCCCC(=O)OC
5304,0.818,CC(C)CCCCO
5305,1.299,O=C(Cl)OCCCCl
5306,1.516,CCCCCI
5307,0.978,CCCN=C=S
5308,0.989,CCOCCCl
5309,1.193,O=CNNC=O
5310,0.847,C1=CCC=CC1
5311,0.825,CCCCCCC(C)(C)O
5312,0.876,CCCCCOC(C)=O
5313,1.101,CC(=O)OCCOCCOC(C)=O
5314,0.733,C#CCCCCC
5315,1.053,ClCCCCCCl
5316,0.75,CCCCOCC
5317,0.972,CCCCSC#N
5318,1.054,N#CCNCC#N
5319,1.18,OCCOCCCl
5320,0.824,CCCCCCCC(C)O
5321,1.584,BrCCCCCCBr
5322,1.14,CCCCCCCBr
5323,0.74,C#CCCCCCC
5324,0.808,CCCCCCC#N
5325,0.96,OCCCCCCO
5326,0.91,CCCCCN=C=S
5327,0.842,CCOCCOCC
5328,1.158,O=COCCOC=O
5329,1.319,N#CSCCSC#N
5330,0.966,CCCSSCCC
5331,0.904,C1=CC=CC=CC=C1
5332,1.33,CCCCCCCCI
5333,0.951,OCCCCCCCO
5334,0.879,CCCCCCOC=O
5335,0.954,N#CCCCCCCC#N
5336,0.946,CCCCSSCCCC
5337,0.758,CCCCCCCCCCCCC
5338,0.769,CCCCCCCCCCCCCCC
5339,0.842,CCCCCCCSCCCCCCC
5340,1.006,CCCCCCCCCCCCCCCBr
5341,0.783,C=CCCCCCCCCCCCCCC
5342,0.805,C#CCCCCCCCCCCCCCC
5343,0.785,CCCCCCCCCCCCCCCCCCC
5344,0.841,CCCCCCCCCCCCCCCCCCCCO
5345,0.778,CCCCCCCCCCCCCCCCCCCCCC
5346,0.793,CC(C)(C)C=O
5347,1.598,ClCC(Cl)(Cl)Cl
5348,1.43,CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1
5349,0.947,CNC(=O)N(C)C
5350,1.006,Cc1ccsc1C
5351,0.9879,CN(C)C(=O)N(C)C
5352,1.116,Cc1cccc(C)c1C(=O)O
5353,2.771,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21
5354,1.041,COc1cccc(OC)c1OC
5355,1.573,Clc1cc(Cl)c(Cl)c(Cl)c1
5356,1.54,Nc1cc(Cl)c(Cl)c(Cl)c1
5357,1.54,Nc1c(Cl)cc(Cl)cc1Cl
5358,1.494,Nc1ccc(Cl)c([N+](=O)[O-])c1
5359,0.97,c1ccc(-n2cccc2)cc1
5360,1.404,O=Cc1cc(Cl)ccc1O
5361,1.36,Cc1c[nH]c(=S)[nH]c1=O
5362,2.553,Brc1cc(Br)c(Br)cc1Br
5363,1.54,Nc1cc(Cl)c(Cl)cc1Cl
5364,1.231,OCc1cccs1
5365,2.018,O=[N+]([O-])c1ccc(I)cc1
5366,0.906,CC=Cc1ccccc1
5367,1.31,BrCCCc1ccccc1
5368,1.061,CC(=O)OCC1CCCO1
5369,1.04,CCC(=O)OCC1CCCO1
5370,1.127,O=C1CCC(=O)CC1
5371,1.52,CCCC(C)I
5372,1.006,Cc1csc(C)c1
5373,1.006,Cc1ccc(C)s1
5374,0.784,CC1CCCC(C)C1
5375,1.218,CCOC(=O)CC(=O)CCl
5376,1.78,S=c1[nH]c(=S)[nH]c(=S)[nH]1
5377,1.001,Pc1ccccc1
5378,1.437,CCCCCCI
5379,0.901,CCCCCCCCCCCCC(=O)O
5380,1.141,ClCCOCCOCCOCCCl
5381,0.795,CCCCCCCCCCCCCCCCCCCCCCC
5382,1.136,NC(=O)CF
5383,1.49,CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12
5384,1.011,Cc1ccccc1-c1ccccc1
5385,1.095,Cc1cccc(C(=O)c2ccccc2)c1
5386,1.189,O=Cc1ccccc1C=O
5387,1.018,Cc1cccc(-c2ccccc2)c1
5388,0.879,CCCOC(=O)C(C)C
5389,0.912,CC(C)c1ccccn1
5390,2.018,O=[N+]([O-])c1cccc(I)c1
5391,0.799,CC(C)CCN(CCC(C)C)CCC(C)C
5392,1.06,C1COCO1
5393,0.859,NCCCCCCCN
5394,0.797,CCCCCCCCCCCCCCCCCCCCCCCC
5395,1.465,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
5396,1.64,Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F
5397,1.475,OC1COC2C(O)COC12
5398,1.19,CN(C)C1=NC(=O)C(c2ccccc2)O1
5399,1.569,FC(F)(F)c1nc2cc(Cl)ccc2[nH]1
5400,0.854,CC(C)CCOC(=O)CC(C)C
5401,1.573,FC(F)(Cl)C(F)(F)C(F)(F)Cl
5402,1.141,c1ccc(-c2ncc[nH]2)cc1
5403,1.035,CNNCc1ccc(C(=O)NC(C)C)cc1
5404,1.219,COc1ccc(O)c(C=O)c1
5405,1.1,C=C1CC(=O)O1
5406,1.065,Cc1cc(C)oc(=O)c1
5407,1.001,O=C1CCCCN1
5408,1.468,CP(=O)(Cl)Cl
